amiiboSeries,character,gameSeries,head,image,name,release,tail,type
Mario Sports Superstars,Pink Gold Peach,Mario Sports Superstars,09d10201,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09d10201-02bf0e02.png,Pink Gold Peach - Baseball,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02bf0e02,Card
Mario Sports Superstars,Pink Gold Peach,Mario Sports Superstars,09d10301,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09d10301-02c00e02.png,Pink Gold Peach - Tennis,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02c00e02,Card
Mario Sports Superstars,Pink Gold Peach,Mario Sports Superstars,09d10401,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09d10401-02c10e02.png,Pink Gold Peach - Golf,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02c10e02,Card
Mario Sports Superstars,Pink Gold Peach,Mario Sports Superstars,09d10501,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09d10501-02c20e02.png,Pink Gold Peach - Horse Racing,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02c20e02,Card
Super Smash Bros.,Ivysaur,Pokemon,19020000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_19020000-03830002.png,Ivysaur,"{'au': '2019-09-20', 'eu': '2019-09-20', 'jp': '2019-09-20', 'na': '2019-09-20'}",3830002,Figure
Super Smash Bros.,Charizard,Pokemon,19060000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_19060000-00240002.png,Charizard,"{'au': '2015-04-25', 'eu': '2015-04-24', 'jp': '2015-04-29', 'na': '2015-05-29'}",240002,Figure
Super Smash Bros.,Squirtle,Pokemon,19070000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_19070000-03840002.png,Squirtle,"{'au': '2019-09-20', 'eu': '2019-09-20', 'jp': '2019-09-20', 'na': '2019-09-20'}",3840002,Figure
Super Smash Bros.,Pikachu,Pokemon,19190000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_19190000-00090002.png,Pikachu,"{'au': '2014-11-29', 'eu': '2014-11-28', 'jp': '2014-12-06', 'na': '2014-11-21'}",90002,Figure
Super Smash Bros.,Jigglypuff,Pokemon,19270000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_19270000-00260002.png,Jigglypuff,"{'au': '2015-05-30', 'eu': '2015-05-29', 'jp': '2015-04-29', 'na': '2015-05-29'}",260002,Figure
Super Smash Bros.,Mewtwo,Pokemon,19960000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_19960000-023d0002.png,Mewtwo,"{'au': '2015-10-24', 'eu': '2015-10-23', 'jp': '2015-10-29', 'na': '2015-11-13'}",023d0002,Figure
Super Smash Bros.,Pichu,Pokemon,19ac0000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_19ac0000-03850002.png,Pichu,"{'au': '2019-07-19', 'eu': '2019-07-19', 'jp': '2019-07-19', 'na': '2019-07-19'}",3850002,Figure
Super Smash Bros.,Lucario,Pokemon,1ac00000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_1ac00000-00110002.png,Lucario,"{'au': '2015-01-29', 'eu': '2015-01-23', 'jp': '2015-01-22', 'na': '2015-02-01'}",110002,Figure
Super Smash Bros.,Greninja,Pokemon,1b920000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_1b920000-00250002.png,Greninja,"{'au': '2015-05-30', 'eu': '2015-05-29', 'jp': '2015-04-29', 'na': '2015-05-29'}",250002,Figure
Super Smash Bros.,Incineroar,Pokemon,1bd70000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_1bd70000-03860002.png,Incineroar,"{'au': '2019-11-15', 'eu': '2019-11-15', 'jp': '2019-11-08', 'na': '2019-11-15'}",3860002,Figure
Pokemon,Shadow Mewtwo,Pokemon,1d000001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_1d000001-025c0d02.png,Shadow Mewtwo,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-03-18', 'na': '2016-03-18'}",025c0d02,Card
Pokemon,Detective Pikachu,Pokemon,1d010000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_1d010000-03750d02.png,Detective Pikachu,"{'au': '2018-03-24', 'eu': '2018-03-23', 'jp': '2018-03-23', 'na': '2018-03-23'}",03750d02,Figure
Super Smash Bros.,Pokemon Trainer,Pokemon,1d400000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_1d400000-03870002.png,Pokemon Trainer,"{'au': '2019-07-19', 'eu': '2019-07-19', 'jp': '2019-07-19', 'na': '2019-07-26'}",3870002,Figure
Super Smash Bros.,Kirby,Kirby,1f000000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_1f000000-000a0002.png,Kirby,"{'au': '2014-11-29', 'eu': '2014-11-28', 'jp': '2014-12-06', 'na': '2014-11-21'}",000a0002,Figure
Kirby,Kirby,Kirby,1f000000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_1f000000-02540c02.png,Kirby,"{'au': '2016-06-11', 'eu': '2016-06-10', 'jp': '2016-04-28', 'na': '2016-06-10'}",02540c02,Figure
Super Smash Bros.,Meta Knight,Kirby,1f010000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_1f010000-00270002.png,Meta Knight,"{'au': '2015-01-29', 'eu': '2015-02-20', 'jp': '2015-01-22', 'na': '2015-02-01'}",270002,Figure
Kirby,Meta Knight,Kirby,1f010000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_1f010000-02550c02.png,Meta Knight,"{'au': '2016-06-11', 'eu': '2016-06-10', 'jp': '2016-04-28', 'na': '2016-06-10'}",02550c02,Figure
Super Smash Bros.,King Dedede,Kirby,1f020000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_1f020000-00280002.png,King Dedede,"{'au': '2015-01-29', 'eu': '2015-02-20', 'jp': '2015-01-22', 'na': '2015-02-01'}",280002,Figure
Kirby,King Dedede,Kirby,1f020000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_1f020000-02560c02.png,King Dedede,"{'au': '2016-06-11', 'eu': '2016-06-10', 'jp': '2016-04-28', 'na': '2016-06-10'}",02560c02,Figure
Kirby,Waddle Dee,Kirby,1f030000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_1f030000-02570c02.png,Waddle Dee,"{'au': '2016-06-11', 'eu': '2016-06-10', 'jp': '2016-04-28', 'na': '2016-06-10'}",02570c02,Figure
BoxBoy!,Qbby,BoxBoy!,1f400000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_1f400000-035e1002.png,Qbby,"{'au': None, 'eu': None, 'jp': '2017-02-02', 'na': None}",035e1002,Figure
Super Smash Bros.,Marth,Fire Emblem,21000000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_21000000-000b0002.png,Marth,"{'au': '2014-11-29', 'eu': '2014-11-28', 'jp': '2014-12-06', 'na': '2014-11-21'}",000b0002,Figure
Super Smash Bros.,Ike,Fire Emblem,21010000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_21010000-00180002.png,Ike,"{'au': '2015-01-29', 'eu': '2015-01-23', 'jp': '2015-01-22', 'na': '2015-02-01'}",180002,Figure
Super Smash Bros.,Lucina,Fire Emblem,21020000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_21020000-00290002.png,Lucina,"{'au': '2015-04-25', 'eu': '2015-04-24', 'jp': '2015-04-29', 'na': '2015-05-29'}",290002,Figure
Super Smash Bros.,Robin,Fire Emblem,21030000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_21030000-002a0002.png,Robin,"{'au': '2015-04-25', 'eu': '2015-04-24', 'jp': '2015-04-29', 'na': '2015-05-29'}",002a0002,Figure
Super Smash Bros.,Roy,Fire Emblem,21040000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_21040000-02520002.png,Roy,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-04-28', 'na': '2016-03-18'}",2520002,Figure
Super Smash Bros.,Corrin,Fire Emblem,21050000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_21050000-025a0002.png,Corrin,"{'au': '2017-07-22', 'eu': '2017-07-21', 'jp': '2017-07-21', 'na': '2017-07-21'}",025a0002,Figure
Super Smash Bros.,Corrin,Fire Emblem,21050100,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_21050100-03630002.png,Corrin - Player 2,"{'au': '2017-07-22', 'eu': '2017-07-21', 'jp': '2017-07-21', 'na': '2017-07-21'}",3630002,Figure
Fire Emblem,Alm,Fire Emblem,21060000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_21060000-03601202.png,Alm,"{'au': '2017-05-20', 'eu': '2017-05-19', 'jp': '2017-04-20', 'na': '2017-05-19'}",3601202,Figure
Fire Emblem,Celica,Fire Emblem,21070000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_21070000-03611202.png,Celica,"{'au': '2017-05-20', 'eu': '2017-05-19', 'jp': '2017-04-20', 'na': '2017-05-19'}",3611202,Figure
Super Smash Bros.,Chrom,Fire Emblem,21080000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_21080000-03880002.png,Chrom,"{'au': '2019-11-15', 'eu': '2019-11-15', 'jp': '2019-11-08', 'na': '2019-11-15'}",3880002,Figure
Fire Emblem,Chrom,Fire Emblem,21080000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_21080000-036f1202.png,Chrom,"{'au': '2017-10-20', 'eu': '2017-10-20', 'jp': '2017-09-28', 'na': '2017-10-20'}",036f1202,Figure
Fire Emblem,Tiki,Fire Emblem,21090000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_21090000-03701202.png,Tiki,"{'au': '2017-10-20', 'eu': '2017-10-20', 'jp': '2017-09-28', 'na': '2017-10-20'}",3701202,Figure
Super Smash Bros.,Byleth,Fire Emblem,210b0000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_210b0000-03a50002.png,Byleth,"{'au': '2021-03-26', 'eu': '2021-03-26', 'jp': '2021-03-26', 'na': '2021-03-26'}",03a50002,Figure
Super Smash Bros.,Shulk,Xenoblade,22400000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_22400000-002b0002.png,Shulk,"{'au': '2015-01-29', 'eu': '2015-02-20', 'jp': '2015-01-22', 'na': '2015-02-01'}",002b0002,Figure
Super Smash Bros.,Ness,Earthbound,22800000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_22800000-002c0002.png,Ness,"{'au': '2015-04-25', 'eu': '2015-04-24', 'jp': '2015-04-29', 'na': '2015-05-29'}",002c0002,Figure
Super Smash Bros.,Lucas,Earthbound,22810000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_22810000-02510002.png,Lucas,"{'au': '2016-01-30', 'eu': '2016-01-29', 'jp': '2015-12-17', 'na': '2016-01-30'}",2510002,Figure
Chibi-Robo!,Chibi-Robo,Chibi Robo,22c00000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_22c00000-003a0202.png,Chibi Robo,"{'au': '2015-11-07', 'eu': '2015-11-06', 'jp': '2015-10-08', 'na': '2015-10-09'}",003a0202,Figure
Super Smash Bros.,Sonic,Sonic,32000000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_32000000-00300002.png,Sonic,"{'au': '2015-01-29', 'eu': '2015-02-20', 'jp': '2015-01-22', 'na': '2015-02-01'}",300002,Figure
Super Smash Bros.,Bayonetta,Bayonetta,32400000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_32400000-025b0002.png,Bayonetta,"{'au': '2017-07-22', 'eu': '2017-07-21', 'jp': '2017-07-21', 'na': '2017-07-21'}",025b0002,Figure
Super Smash Bros.,Bayonetta,Bayonetta,32400100,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_32400100-03640002.png,Bayonetta - Player 2,"{'au': '2017-07-22', 'eu': '2017-07-21', 'jp': '2017-07-21', 'na': '2017-07-21'}",3640002,Figure
Super Smash Bros.,PAC-MAN,Pac-man,33400000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_33400000-00320002.png,Pac-Man,"{'au': '2015-04-25', 'eu': '2015-04-24', 'jp': '2015-04-29', 'na': '2015-05-29'}",320002,Figure
Others,Solaire of Astora,Dark Souls,33800000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_33800000-03781402.png,Solaire of Astora,"{'au': '2018-10-19', 'eu': '2018-10-19', 'jp': '2018-10-18', 'na': '2018-10-19'}",3781402,Figure
Super Smash Bros.,Mega Man,Megaman,34800000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_34800000-00310002.png,Mega Man,"{'au': '2015-01-29', 'eu': '2015-02-20', 'jp': '2015-01-22', 'na': '2015-02-01'}",310002,Figure
Super Smash Bros.,Mega Man,Megaman,34800000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_34800000-02580002.png,Mega Man - Gold Edition,"{'au': None, 'eu': None, 'jp': None, 'na': '2016-02-23'}",2580002,Figure
Mega Man,Mega Man,Megaman,34800000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_34800000-03791502.png,Mega Man,"{'au': None, 'eu': None, 'jp': '2018-10-04', 'na': '2018-10-02'}",3791502,Figure
Super Smash Bros.,Ryu,Street fighter,34c00000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_34c00000-02530002.png,Ryu,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-04-28', 'na': '2016-03-18'}",2530002,Figure
Super Smash Bros.,Ken,Street fighter,34c10000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_34c10000-03890002.png,Ken,"{'au': '2019-04-12', 'eu': '2019-04-12', 'jp': '2019-04-12', 'na': '2019-04-12'}",3890002,Figure
Monster Hunter,One-Eyed Rathalos,Monster Hunter,35000100,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_35000100-02e10f02.png,One-Eyed Rathalos and Rider - Male,"{'au': None, 'eu': None, 'jp': '2016-10-08', 'na': None}",02e10f02,Figure
Monster Hunter,One-Eyed Rathalos,Monster Hunter,35000200,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_35000200-02e20f02.png,One-Eyed Rathalos and Rider - Female,"{'au': None, 'eu': None, 'jp': '2016-10-08', 'na': None}",02e20f02,Figure
Monster Hunter,Nabiru,Monster Hunter,35010000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_35010000-02e30f02.png,Nabiru,"{'au': None, 'eu': None, 'jp': '2016-10-08', 'na': None}",02e30f02,Figure
Monster Hunter,Rathian,Monster Hunter,35020100,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_35020100-02e40f02.png,Rathian and Cheval,"{'au': None, 'eu': None, 'jp': '2016-12-08', 'na': None}",02e40f02,Figure
Monster Hunter,Barioth,Monster Hunter,35030100,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_35030100-02e50f02.png,Barioth and Ayuria,"{'au': None, 'eu': None, 'jp': '2016-12-08', 'na': None}",02e50f02,Figure
Monster Hunter,Qurupeco,Monster Hunter,35040100,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_35040100-02e60f02.png,Qurupeco and Dan,"{'au': None, 'eu': None, 'jp': '2016-12-08', 'na': None}",02e60f02,Figure
Monster Hunter,Razewing Ratha,Monster Hunter,35050000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_35050000-040c0f02.png,Razewing Ratha,"{'au': '2021-07-09', 'eu': '2021-07-09', 'jp': '2021-07-09', 'na': '2021-07-09'}",040c0f02,Figure
Monster Hunter,Ena,Monster Hunter,35060000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_35060000-040d0f02.png,Ena,"{'au': '2021-07-09', 'eu': '2021-07-09', 'jp': '2021-07-09', 'na': '2021-07-09'}",040d0f02,Figure
Monster Hunter,Tsukino,Monster Hunter,35070000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_35070000-040e0f02.png,Tsukino,"{'au': '2021-07-09', 'eu': '2021-07-09', 'jp': '2021-07-09', 'na': '2021-07-09'}",040e0f02,Figure
Monster Hunter Rise,Magnamalo,Monster Hunter,35080000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_35080000-040f1802.png,Magnamalo,"{'au': '2021-03-26', 'eu': '2021-03-26', 'jp': '2021-03-26', 'na': '2021-03-26'}",040f1802,Figure
Monster Hunter Rise,Palamute,Monster Hunter,350a0000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_350a0000-04111802.png,Palamute,"{'au': '2021-03-26', 'eu': '2021-03-26', 'jp': '2021-03-26', 'na': '2021-03-26'}",4111802,Figure
Monster Hunter Rise,Palico,Monster Hunter,35090000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_35090000-04101802.png,Palico,"{'au': '2021-03-26', 'eu': '2021-03-26', 'jp': '2021-03-26', 'na': '2021-03-26'}",4101802,Figure
Shovel Knight,Shovel Knight,Shovel Knight,35c00000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_35c00000-02500a02.png,Shovel Knight,"{'au': '2015-12-11', 'eu': '2016-01-08', 'jp': '2016-06-30', 'na': '2016-01-08'}",02500a02,Figure
Shovel Knight,Shovel Knight,Shovel Knight,35c00000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_35c00000-03920a02.png,Shovel Knight - Gold Edition,"{'au': None, 'eu': '2019-12-10', 'jp': None, 'na': '2019-12-10'}",03920a02,Figure
Shovel Knight,Plague Knight,Shovel Knight,35c10000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_35c10000-036c0a02.png,Plague Knight,"{'au': None, 'eu': '2019-12-10', 'jp': None, 'na': '2019-12-10'}",036c0a02,Figure
Shovel Knight,Specter Knight,Shovel Knight,35c20000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_35c20000-036d0a02.png,Specter Knight,"{'au': None, 'eu': '2019-12-10', 'jp': None, 'na': '2019-12-10'}",036d0a02,Figure
Shovel Knight,King Knight,Shovel Knight,35c30000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_35c30000-036e0a02.png,King Knight,"{'au': None, 'eu': '2019-12-10', 'jp': None, 'na': '2019-12-10'}",036e0a02,Figure
Super Smash Bros.,Cloud Strife,Final Fantasy,36000000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_36000000-02590002.png,Cloud,"{'au': '2017-07-22', 'eu': '2017-07-21', 'jp': '2017-07-21', 'na': '2017-07-21'}",2590002,Figure
Super Smash Bros.,Cloud Strife,Final Fantasy,36000100,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_36000100-03620002.png,Cloud - Player 2,"{'au': '2017-07-22', 'eu': '2017-07-21', 'jp': '2017-07-21', 'na': '2017-07-21'}",3620002,Figure
Super Smash Bros.,Hero,Dragon Quest,36400000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_36400000-03a20002.png,Hero,"{'au': '2020-09-25', 'eu': '2020-09-25', 'jp': '2020-09-25', 'na': '2020-10-05'}",03a20002,Figure
Pikmin,Pikmin,Pikmin,6420000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_06420000-035f1102.png,Pikmin,"{'au': '2017-07-29', 'eu': '2017-07-28', 'jp': '2017-07-13', 'na': '2017-07-28'}",035f1102,Figure
Super Mario Bros.,Goomba,Super Mario,150000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_00150000-03670102.png,Goomba,"{'au': '2017-10-07', 'eu': '2017-10-06', 'jp': '2017-10-05', 'na': '2017-10-06'}",3670102,Figure
Super Mario Bros.,Koopa Troopa,Super Mario,230000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_00230000-03680102.png,Koopa Troopa,"{'au': '2017-10-07', 'eu': '2017-10-06', 'jp': '2017-10-05', 'na': '2017-10-06'}",3680102,Figure
Others,Mario Cereal,Kellogs,37400001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_37400001-03741402.png,Super Mario Cereal,"{'au': None, 'eu': None, 'jp': None, 'na': '2017-12-11'}",3741402,Card
Super Smash Bros.,Snake,Metal Gear Solid,37800000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_37800000-038a0002.png,Snake,"{'au': '2019-09-20', 'eu': '2019-09-20', 'jp': '2019-09-20', 'na': '2019-09-20'}",038a0002,Figure
Super Smash Bros.,Simon,Castlevania,37c00000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_37c00000-038b0002.png,Simon,"{'au': '2019-11-15', 'eu': '2019-11-15', 'jp': '2019-11-08', 'na': '2019-11-15'}",038b0002,Figure
Super Smash Bros.,Richter,Castlevania,37c10000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_37c10000-038c0002.png,Richter,"{'au': '2020-01-17', 'eu': '2020-01-17', 'jp': '2020-01-17', 'na': '2020-01-17'}",038c0002,Figure
Power Pros,Pawapuro,Power Pros,38000001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_38000001-03931702.png,Pawapuro,"{'au': None, 'eu': None, 'jp': '2019-06-27', 'na': None}",3931702,Card
Power Pros,Ikari,Power Pros,38010001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_38010001-03941702.png,Ikari,"{'au': None, 'eu': None, 'jp': '2019-06-27', 'na': None}",3941702,Card
Power Pros,Daijobu,Power Pros,38020001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_38020001-03951702.png,Daijobu,"{'au': None, 'eu': None, 'jp': '2019-06-27', 'na': None}",3951702,Card
Power Pros,Hayakawa,Power Pros,38030001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_38030001-03961702.png,Hayakawa,"{'au': None, 'eu': None, 'jp': '2019-06-27', 'na': None}",3961702,Card
Power Pros,Yabe,Power Pros,38040001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_38040001-03971702.png,Yabe,"{'au': None, 'eu': None, 'jp': '2019-06-27', 'na': None}",3971702,Card
Power Pros,Ganda,Power Pros,38050001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_38050001-03981702.png,Ganda,"{'au': None, 'eu': None, 'jp': '2019-06-27', 'na': None}",3981702,Card
